on_time_flag,detention_minutes,weight_lbs,typical_distance_miles,base_rate_per_mile,years_experience,revenue,actual_duration_hours,typical_transit_days
True,177,25405,1175,2.48,21.0,3008.78,23.1,2
True,97,37175,670,2.07,23.0,1284.57,11.1,1
True,48,10814,675,2.13,20.0,1277.16,11.1,1
True,135,30827,720,2.62,14.0,2102.31,12.2,1
False,138,33155,1216,2.75,21.0,3534.22,23.3,2
True,0,31843,2623,2.47,13.0,7267.63,52.6,4
False,148,41788,1749,2.38,11.0,3895.21,28.8,3
True,147,27106,1557,2.01,5.0,3012.77,28.8,2
True,106,42171,640,2.19,5.0,1226.02,10.1,1
False,66,25206,2389,2.71,5.0,7406.79,43.2,4
True,26,22705,1984,1.72,25.0,3190.98,37.2,3
False,0,23556,1840,1.85,18.0,3157.84,38.8,3
False,107,21460,519,2.27,15.0,1130.45,10.6,1
True,32,42708,2108,2.45,9.0,5169.7,39.9,3
False,159,33010,547,1.69,21.0,862.83,10.1,1
True,22,21521,712,1.94,17.0,1528.87,14.8,1
False,167,20983,167,2.42,11.0,383.76,2.8,1
False,206,35348,2623,2.39,3.0,5785.98,50.9,4
True,231,35842,3141,1.65,5.0,4446.45,61.8,5
False,8,12685,1749,2.38,7.0,4605.18,34.3,3
True,92,43200,92,2.79,11.0,293.6,1.8,1
False,141,31689,92,2.79,12.0,220.76,1.5,1
False,131,23531,1311,2.71,13.0,4009.98,24.2,2
False,177,32718,92,2.79,9.0,218.68,1.5,1
False,1,11181,167,2.42,24.0,421.34,2.7,1
True,113,18287,2332,2.12,18.0,4296.96,41.8,4
False,205,42717,3141,1.65,9.0,4731.23,57.1,5
False,90,22632,1204,2.14,21.0,2515.95,24.3,2
True,183,40332,2623,2.47,7.0,6359.06,43.4,4
True,34,41824,1130,1.81,11.0,1922.77,21.7,1
True,88,28564,2017,1.84,15.0,3278.84,37.1,3
True,28,15648,2627,2.69,6.0,7231.88,52.0,4
True,25,26759,2389,2.71,16.0,7267.26,40.0,4
True,56,10790,2729,2.5,20.0,7410.64,52.2,4
True,161,38333,1840,1.85,25.0,3188.42,28.9,3
False,217,22216,2623,2.39,15.0,5783.98,45.2,4
False,228,35305,547,1.69,20.0,871.55,8.8,1
False,49,31605,476,2.06,19.0,1013.13,8.0,1
False,193,26638,2269,2.74,9.0,6116.64,41.3,3
True,166,42230,1718,2.47,16.0,4419.44,30.8,2
False,0,39188,2627,2.69,2.0,6164.9,47.0,4
True,238,11800,262,2.63,23.0,786.44,5.0,1
True,141,41477,262,2.63,15.0,753.57,4.2,1
True,60,39726,2332,2.12,18.0,4231.24,45.7,4
True,80,25901,1204,2.14,18.0,2218.57,20.6,2
False,26,20443,2389,2.71,3.0,6265.4,44.1,4
False,139,11086,2627,2.69,13.0,7485.93,47.6,4
False,166,10446,2623,2.39,6.0,5492.85,46.2,4
False,222,10116,2172,1.89,23.0,4478.73,44.4,3
True,236,37147,697,2.08,13.0,1371.94,13.1,1
True,200,29177,262,2.63,20.0,599.45,5.2,1
False,172,36941,3141,1.65,10.0,4839.55,62.8,5
False,205,38376,92,1.61,3.0,145.15,1.6,1
True,74,17273,2332,2.69,9.0,5603.84,36.3,4
True,77,33469,712,1.94,17.0,1443.47,13.0,1
False,181,27549,2623,2.47,7.0,6859.2,50.3,4
True,187,41410,557,1.95,14.0,1127.68,10.6,1
False,41,29277,878,1.95,15.0,1624.26,15.3,1
True,0,43925,2729,2.5,11.0,7517.2,53.4,4
True,24,44056,2172,1.89,16.0,4378.61,41.4,3
False,148,39759,92,2.79,15.0,249.21,1.6,1
False,196,43963,762,2.62,22.0,2236.53,15.0,1
False,104,26688,519,2.27,11.0,1266.96,10.9,1
False,71,27480,2003,2.55,11.0,4766.49,35.0,3
False,22,23124,1044,2.08,10.0,2051.42,21.0,1
False,215,39030,3141,1.65,23.0,4996.11,52.1,5
False,0,25488,1276,2.33,6.0,2534.45,23.6,2
False,218,24339,3141,1.65,21.0,5704.4,53.1,5
False,56,38954,1984,1.72,18.0,2950.26,35.7,3
True,132,40016,1276,2.33,6.0,2950.31,22.6,2
False,195,12087,1557,2.01,18.0,3334.13,27.3,2
True,143,12950,2172,1.89,5.0,4297.13,43.4,3
False,64,42981,597,2.33,20.0,1405.27,10.7,1
False,62,33408,677,1.7,24.0,1007.45,12.9,1
False,29,35281,1216,2.75,20.0,3631.11,19.2,2
True,129,18890,1130,1.81,18.0,2336.95,19.9,1
False,223,37329,2017,1.84,4.0,4229.61,33.8,3
False,117,38215,762,2.62,16.0,2101.25,13.2,1
False,112,12488,1559,1.55,6.0,2268.33,29.9,2
False,65,17728,476,2.06,23.0,966.13,8.9,1
True,162,27180,1311,2.71,21.0,3260.68,23.5,2
True,43,42264,2172,1.77,5.0,4288.56,41.9,3
False,232,38635,2259,1.99,14.0,4811.66,41.7,3
True,54,39251,557,1.95,18.0,1225.51,9.6,1
True,141,28715,762,2.62,23.0,2023.81,12.7,1
False,8,28055,1204,2.14,6.0,2786.88,18.9,2
True,208,24773,167,2.42,23.0,377.5,2.7,1
False,196,35098,762,2.62,7.0,2077.79,13.9,1
True,135,22437,2623,2.39,2.0,6441.86,45.0,4
True,156,20420,167,2.42,19.0,449.05,3.1,1
True,0,28981,1271,2.02,3.0,2825.23,24.0,2
False,0,43926,2259,1.99,17.0,4163.16,43.9,3
False,6,27574,670,2.07,23.0,1541.51,12.8,1
True,99,32238,2561,1.52,4.0,3547.57,46.1,4
True,0,25725,697,2.08,22.0,1656.48,11.6,1
True,150,29059,167,2.42,5.0,360.3,3.1,1
False,239,40990,2623,2.47,2.0,5657.7,41.5,4
False,158,42767,640,2.19,11.0,1292.53,11.9,1
False,139,43941,1576,2.54,6.0,4090.86,27.9,2
False,0,25169,1204,2.14,23.0,2547.37,21.6,2
True,101,22095,1216,2.75,5.0,3360.03,23.4,2
False,202,26892,1429,2.51,21.0,3990.57,28.5,2
False,226,35814,2269,2.74,20.0,5835.4,41.4,3
True,33,40684,1204,2.14,19.0,2654.55,18.8,2
False,0,12256,1276,2.33,21.0,2846.63,26.5,2
True,177,41812,1749,2.41,3.0,3968.11,29.6,3
True,66,17567,1229,1.69,8.0,1870.81,20.4,2
True,133,14318,1559,1.55,22.0,2383.34,25.8,2
False,114,38448,1311,2.71,7.0,3050.57,22.6,2
True,221,26351,1749,2.38,18.0,4723.79,30.1,3
False,107,33170,92,2.79,22.0,234.2,1.5,1
False,207,31379,777,2.35,2.0,1728.29,15.9,1
True,84,22641,1229,1.69,6.0,1962.36,20.9,2
False,15,35622,2389,2.71,21.0,6824.77,36.8,4
True,214,21127,1175,2.48,25.0,2753.71,20.0,2
False,28,15603,762,2.62,14.0,1746.15,15.4,1
False,28,26109,476,2.06,5.0,920.69,8.4,1
False,41,28901,3141,1.65,13.0,5018.11,64.1,5
True,96,10679,2623,2.47,11.0,6010.38,53.7,4
True,120,26452,2729,2.5,4.0,6816.95,47.6,4
False,0,24739,1557,2.01,14.0,3529.67,27.1,2
False,172,25502,2172,1.89,25.0,3986.72,34.0,3
True,54,11622,1749,2.41,6.0,4572.8,33.1,3
True,67,16733,1311,2.71,23.0,3795.8,27.4,2
False,42,44896,2729,2.5,12.0,6672.92,53.2,4
True,95,41422,1557,2.01,4.0,2915.89,27.9,2
False,0,30046,675,2.13,20.0,1604.71,10.9,1
True,15,36280,476,2.06,11.0,996.69,9.3,1
False,0,44812,2003,2.55,17.0,5264.6,32.2,3
False,69,19743,2332,2.69,6.0,7036.82,45.1,4
False,91,29875,762,2.62,22.0,1802.43,14.9,1
True,237,35760,92,2.79,18.0,233.26,1.5,1
False,155,38960,1559,1.55,11.0,2297.72,29.2,2
False,53,18727,2332,2.12,25.0,4817.64,40.2,4
False,219,41401,92,2.79,15.0,271.53,1.6,1
False,141,18035,2269,2.74,11.0,6293.79,42.9,3
False,54,34897,2147,2.48,14.0,5711.61,33.0,3
True,88,32025,1175,2.48,14.0,3322.63,22.2,2
True,164,20462,712,1.94,8.0,1558.07,14.4,1
True,141,28330,2017,1.84,5.0,3422.54,34.1,3
False,75,41271,1311,2.71,18.0,3234.24,23.0,2
False,132,37269,1271,2.33,15.0,2673.19,21.3,2
True,47,43991,2017,1.84,7.0,3717.23,37.6,3
False,118,30626,476,2.06,12.0,1123.73,9.0,1
True,153,35722,2729,2.5,10.0,7628.07,49.3,4
False,7,16045,2389,2.71,7.0,5538.73,50.5,4
False,44,13484,1229,1.69,8.0,2354.26,19.2,2
True,79,44535,878,1.95,6.0,1680.01,16.2,1
True,155,36355,720,2.62,3.0,1920.02,12.8,1
False,125,22172,1044,2.08,2.0,2094.62,20.2,1
False,192,12350,1749,2.38,10.0,4211.61,34.9,3
True,140,33976,2172,1.77,24.0,3730.2,34.8,3
False,158,14714,262,2.63,14.0,681.26,4.4,1
False,45,41676,2332,2.12,20.0,4812.84,44.0,4
True,111,37670,547,1.69,21.0,862.45,8.6,1
True,16,14012,673,1.7,23.0,1097.69,11.4,1
True,0,25829,1559,1.55,25.0,2639.62,29.7,2
False,110,12575,2172,1.89,4.0,4633.45,37.3,3
False,115,29636,2108,2.45,7.0,5563.89,40.5,3
False,167,30053,547,1.69,10.0,976.93,9.4,1
False,227,37947,2623,2.39,13.0,5487.38,42.7,4
True,210,19905,1429,2.51,10.0,3491.12,24.2,2
False,83,22881,1840,1.85,21.0,3384.53,32.4,3
False,23,16848,2108,2.45,21.0,4796.23,34.0,3
False,64,15170,2108,2.45,8.0,4736.3,33.6,3
False,162,27452,804,1.63,11.0,1160.5,13.0,1
True,174,27484,2108,2.45,11.0,4557.28,35.8,3
True,114,37089,1559,1.55,16.0,2277.7,32.7,2
False,100,24834,1557,2.01,7.0,3062.29,31.4,2
False,239,34015,762,2.62,2.0,1753.86,12.4,1
False,131,25839,1311,2.71,23.0,3388.29,25.4,2
False,3,23837,2269,2.74,4.0,6477.08,41.5,3
True,63,37085,1130,1.81,5.0,2105.06,19.8,1
False,140,23150,2332,2.69,14.0,6344.48,37.5,4
True,177,22501,3141,1.65,4.0,5524.51,56.0,5
False,0,34751,2108,2.45,11.0,4790.68,43.6,3
True,195,19151,2108,2.45,11.0,5148.84,41.3,3
False,139,21896,1429,2.51,2.0,4050.0,25.2,2
False,78,32857,640,2.19,6.0,1225.45,10.8,1
False,0,32311,1204,2.14,12.0,2408.22,23.9,2
True,102,32841,1276,2.33,2.0,2883.21,24.4,2
True,214,33139,1429,2.51,11.0,3519.83,26.9,2
False,0,30327,1216,2.75,11.0,3217.79,23.3,2
False,118,28769,2003,2.55,12.0,5091.26,37.9,3
True,197,23944,1576,2.54,23.0,4096.09,30.3,2
False,142,21454,597,2.33,19.0,1466.81,10.0,1
True,34,27995,1749,2.41,5.0,4326.8,27.9,3
False,202,10724,1576,2.54,23.0,4403.29,27.6,2
True,0,41593,1175,2.48,9.0,2515.69,20.2,2
True,123,35632,777,2.35,13.0,2037.02,13.0,1
False,29,38659,677,1.7,24.0,1189.49,11.6,1
True,156,41692,597,2.33,20.0,1456.11,11.1,1
False,147,25184,1576,2.54,14.0,4436.18,27.1,2
False,180,20068,2172,1.77,15.0,4203.7,46.5,3
False,0,44651,2108,2.45,12.0,5856.29,34.0,3
True,135,21508,92,1.61,25.0,142.16,1.6,1
False,153,37701,2003,2.55,15.0,4736.2,38.7,3
False,3,21565,2561,1.52,13.0,3802.49,44.2,4
False,69,34208,670,2.07,23.0,1452.9,12.3,1
False,215,40164,762,2.62,18.0,2199.7,13.0,1
True,115,18025,1044,2.08,18.0,2335.6,20.2,1
False,123,15178,697,2.08,15.0,1664.7,11.2,1
False,151,43560,2623,2.47,5.0,7146.07,53.4,4
True,119,21534,2623,2.39,9.0,6568.76,48.9,4
False,8,21106,597,2.33,4.0,1216.85,12.1,1
False,42,40027,712,1.94,10.0,1434.18,13.9,1
False,35,31763,167,2.42,25.0,447.99,3.6,1
False,200,33292,697,2.08,3.0,1557.59,14.4,1
False,0,30284,2003,2.55,15.0,4711.38,39.4,3
True,48,15472,712,1.94,14.0,1446.75,14.3,1
True,204,40687,670,2.07,3.0,1575.6,10.6,1
True,110,38140,1271,2.02,14.0,2356.13,21.1,2
True,175,21550,670,2.07,13.0,1529.41,10.8,1
True,201,17450,712,1.94,14.0,1346.14,13.2,1
True,182,11966,1276,2.33,17.0,2603.64,19.5,2
True,27,16535,1175,2.48,20.0,3181.65,18.6,2
False,143,39443,1130,1.81,15.0,2261.75,19.0,1
True,0,37750,2269,2.74,6.0,6816.88,42.4,3
False,232,39999,878,1.95,5.0,1857.05,16.8,1
False,125,40254,1429,2.51,11.0,3335.5,26.3,2
True,82,25556,3141,1.65,15.0,5362.96,58.5,5
True,104,29680,1718,2.47,20.0,3793.39,28.4,2
False,29,26279,762,2.62,21.0,2274.34,15.0,1
True,98,30113,777,2.35,18.0,2061.81,14.0,1
True,128,40369,92,1.61,23.0,148.06,1.7,1
False,177,26304,92,1.61,15.0,125.93,1.5,1
False,97,34109,712,1.94,6.0,1529.2,12.5,1
False,145,41580,557,1.95,18.0,975.8,10.9,1
False,24,13226,547,1.69,11.0,847.15,9.7,1
True,129,23644,720,2.62,4.0,1884.94,12.3,1
False,120,18657,2259,1.99,20.0,5133.22,43.6,3
False,202,12471,878,1.95,15.0,1552.55,16.5,1
False,233,32825,167,2.42,8.0,399.82,3.3,1
True,57,11866,2561,1.52,13.0,3631.99,42.9,4
False,30,41870,3141,1.65,5.0,4887.16,56.4,5
True,27,19410,597,2.33,3.0,1322.34,11.3,1
False,115,17272,921,2.45,6.0,2533.86,16.9,1
False,235,11697,777,2.35,12.0,1837.53,13.6,1
False,56,32153,476,2.06,24.0,944.43,9.4,1
True,230,14139,2172,1.77,18.0,3722.6,35.9,3
False,0,31790,2172,1.89,19.0,3527.79,45.4,3
True,7,43769,519,2.27,11.0,1097.81,8.7,1
True,122,17170,262,2.63,7.0,706.19,4.8,1
False,45,27227,720,2.62,5.0,1964.24,12.6,1
True,234,21996,1229,1.69,3.0,1809.4,19.4,2
False,8,33653,720,2.62,17.0,2037.43,14.2,1
False,150,42191,3141,1.65,20.0,5282.68,54.3,5
False,0,31248,2147,2.48,17.0,5762.89,39.8,3
True,120,13275,262,2.63,6.0,749.24,4.3,1
False,215,28605,1718,2.47,2.0,4070.49,33.7,2
True,119,19487,1130,1.81,6.0,1969.51,18.2,1
True,138,29539,640,2.19,9.0,1533.87,12.9,1
True,168,30796,597,2.33,18.0,1530.5,11.0,1
False,104,10209,3141,1.65,6.0,5653.85,58.1,5
True,0,39984,1130,1.81,20.0,2070.43,18.8,1
True,0,42759,1984,1.72,20.0,3189.18,34.9,3
True,154,32607,1271,2.33,20.0,3239.55,23.6,2
False,22,36296,597,2.33,4.0,1376.73,10.5,1
True,2,25927,557,1.95,2.0,1187.23,10.2,1
False,79,10202,1557,2.01,3.0,3000.26,24.8,2
True,60,30592,640,2.19,17.0,1323.2,12.0,1
True,110,42201,2172,1.89,18.0,4351.51,38.1,3
False,117,27672,675,2.13,20.0,1544.86,11.1,1
False,86,31618,92,1.61,20.0,168.52,1.5,1
False,149,15720,1311,2.71,6.0,3120.45,25.3,2
True,0,19946,519,2.27,10.0,1175.42,9.0,1
True,47,27453,1044,2.08,22.0,2321.52,20.7,1
True,69,38392,804,1.63,10.0,1213.58,12.7,1
False,0,37210,1576,2.54,20.0,3495.68,29.4,2
True,215,10426,675,2.13,22.0,1478.8,12.0,1
True,26,21966,878,1.95,15.0,1968.33,16.4,1
False,118,10091,1311,2.71,5.0,3804.74,23.3,2
False,162,25326,2627,2.69,19.0,7142.22,46.3,4
True,233,37171,1984,1.72,23.0,3393.97,33.7,3
False,118,17703,2623,2.47,18.0,7096.72,44.0,4
False,3,43334,2623,2.39,15.0,5629.77,43.0,4
True,224,19474,476,2.06,20.0,865.49,8.1,1
True,198,32043,1229,1.69,18.0,1840.12,20.4,2
False,189,30769,777,2.35,11.0,1969.7,12.8,1
False,129,13714,557,1.95,21.0,1129.82,8.9,1
False,89,41118,1749,2.38,15.0,3794.33,33.0,3
False,97,36949,1749,2.41,5.0,3625.4,35.4,3
True,128,34094,720,2.62,12.0,1957.61,14.3,1
True,91,39841,547,1.69,6.0,1043.07,9.7,1
False,38,30007,2172,1.89,6.0,4407.19,41.5,3
False,114,26551,1557,2.01,16.0,2934.48,26.7,2
False,185,25376,3141,1.65,15.0,5304.8,58.0,5
False,38,43770,2627,2.69,12.0,6981.06,48.8,4
False,8,23223,720,2.62,9.0,2110.19,12.4,1
False,124,32810,1311,2.71,20.0,3821.57,20.7,2
True,117,10403,1557,2.01,25.0,3360.83,32.0,2
True,198,13614,1204,2.14,11.0,2714.28,19.3,2
False,57,23038,677,1.7,25.0,1035.47,11.8,1
True,205,31052,2269,2.74,23.0,7088.99,36.3,3
False,95,32853,2623,2.39,23.0,5923.78,45.9,4
False,0,24482,1576,2.54,18.0,4249.81,27.4,2
False,126,36790,640,2.19,11.0,1371.95,11.7,1
False,226,35014,921,2.45,21.0,2459.44,16.7,1
True,94,28587,640,2.19,18.0,1541.26,10.0,1
True,16,43748,697,2.08,15.0,1663.13,11.5,1
False,125,27164,1271,2.33,6.0,2847.99,21.4,2
False,47,23158,1840,1.85,5.0,3294.84,31.9,3
True,193,18292,92,2.79,11.0,286.8,1.6,1
True,178,13968,2389,2.71,11.0,6967.6,42.9,4
False,98,24365,1271,2.02,11.0,2879.88,22.1,2
True,100,33626,1749,2.38,25.0,4117.75,27.0,3
True,175,22691,2623,2.47,10.0,7136.72,52.1,4
False,228,14755,673,1.7,20.0,1003.85,11.7,1
False,165,14775,92,1.61,4.0,158.19,1.9,1
False,170,42048,2729,2.5,12.0,6178.0,54.8,4
True,228,28545,1984,1.72,19.0,3399.69,32.8,3
True,104,33702,1229,1.69,21.0,2149.66,20.8,2
True,47,42373,92,2.79,3.0,233.56,1.7,1
False,194,15177,1749,2.41,15.0,4365.85,31.3,3
True,0,39307,878,1.95,11.0,1850.73,13.8,1
False,59,26367,1175,2.48,9.0,3199.82,20.4,2
True,236,22103,92,2.79,17.0,263.84,1.6,1
True,76,10819,92,2.79,11.0,225.95,1.8,1
False,7,20149,1130,1.81,15.0,2299.47,19.3,1
False,172,38528,2172,1.77,6.0,3320.83,33.4,3
False,53,38793,677,1.7,23.0,1130.11,12.5,1
False,79,40873,2172,1.89,15.0,4612.38,38.5,3
True,126,34029,92,2.79,3.0,255.23,1.5,1
True,45,23813,1840,1.85,11.0,2979.44,30.5,3
False,78,18258,2172,1.89,25.0,3977.87,37.0,3
True,0,36973,2623,2.47,20.0,6721.38,50.4,4
True,79,28623,1559,1.55,2.0,2636.76,30.6,2
True,184,33161,697,2.08,22.0,1294.68,11.8,1
True,85,38474,2172,1.77,9.0,3653.56,37.7,3
False,86,32552,2172,1.89,20.0,4300.46,37.5,3
True,139,18157,92,1.61,12.0,128.03,1.5,1
False,98,28337,2172,1.77,4.0,4200.34,39.3,3
False,234,38381,557,1.95,14.0,945.6,10.9,1
False,82,30251,1749,2.38,6.0,4130.72,37.5,3
False,193,29544,2389,2.71,15.0,6524.4,38.5,4
False,91,23390,1429,2.51,15.0,3891.59,25.7,2
True,236,31839,262,2.63,3.0,617.43,4.5,1
True,0,10977,476,2.06,20.0,1009.85,7.7,1
True,228,36462,167,2.42,2.0,405.76,3.0,1
True,211,38303,262,2.63,21.0,691.96,4.2,1
False,0,19452,1175,2.48,3.0,2922.2,19.4,2
False,210,37294,1175,2.48,15.0,2582.23,23.5,2
True,0,21295,2627,2.69,2.0,7783.6,51.3,4
True,0,28646,167,2.42,15.0,352.84,3.3,1
True,100,24749,677,1.7,21.0,1057.62,11.4,1
False,29,30251,1984,1.72,21.0,3801.68,40.3,3
True,0,21383,1204,2.14,22.0,2507.66,21.1,2
False,85,27884,697,2.08,15.0,1603.83,13.6,1
True,166,41372,2172,1.89,25.0,4147.81,37.2,3
True,150,11465,1718,2.47,25.0,4130.86,33.7,2
True,0,28453,1718,2.47,15.0,4169.19,31.3,2
True,149,31276,675,2.13,12.0,1241.93,12.1,1
False,141,38634,712,1.94,11.0,1333.88,11.8,1
False,234,42184,597,2.33,23.0,1454.35,11.6,1
True,70,16532,1749,2.38,6.0,3643.44,33.4,3
False,121,12447,92,2.79,18.0,289.26,1.7,1
False,212,28499,720,2.62,21.0,1806.25,11.2,1
False,231,28816,712,1.94,4.0,1371.51,12.3,1
True,145,38651,1204,2.14,21.0,2384.49,24.5,2
True,207,16490,92,1.61,4.0,168.4,1.6,1
False,54,33221,1557,2.01,12.0,3509.05,25.6,2
True,22,38131,1576,2.54,17.0,4176.21,32.9,2
True,95,12153,2259,1.99,18.0,4967.43,37.4,3
True,177,12238,519,2.27,23.0,1092.67,8.7,1
True,165,35185,1175,2.48,7.0,3039.39,19.6,2
True,160,42918,720,2.62,11.0,1914.62,14.2,1
False,120,20488,921,2.45,3.0,2351.74,15.6,1
False,140,11656,262,2.63,17.0,677.46,4.9,1
False,195,15917,2729,2.5,23.0,6432.84,53.3,4
False,199,11305,476,2.06,18.0,1050.97,9.9,1
False,187,44882,547,1.69,25.0,850.57,10.4,1
False,46,31564,2332,2.69,3.0,5691.49,41.9,4
False,226,31277,1271,2.02,4.0,2684.68,23.9,2
False,213,12702,2332,2.12,21.0,4392.22,39.2,4
True,86,24112,921,2.45,24.0,2141.36,15.2,1
True,43,14332,1271,2.33,23.0,2799.86,22.1,2
False,35,12032,2332,2.12,11.0,4417.2,36.0,4
True,205,33410,1576,2.54,12.0,4097.79,29.6,2
False,40,30834,262,2.63,18.0,675.86,5.2,1
True,116,42163,2627,2.69,9.0,7933.58,49.9,4
True,0,18673,2147,2.48,24.0,5856.26,36.1,3
True,184,21433,2172,1.89,18.0,3752.69,37.1,3
False,114,14316,1429,2.51,15.0,3988.4,26.6,2
False,110,11407,2623,2.47,4.0,5839.5,55.1,4
True,150,43746,804,1.63,24.0,1314.64,14.2,1
True,30,23080,2627,2.69,11.0,7042.63,44.1,4
False,81,29526,1984,1.72,9.0,3200.18,36.0,3
True,0,14645,1229,1.69,23.0,1994.95,19.0,2
False,110,24978,519,2.27,3.0,1299.49,9.3,1
False,205,18943,2332,2.12,15.0,5541.75,40.2,4
False,110,32291,476,2.06,6.0,864.64,9.3,1
False,102,43955,167,2.42,25.0,392.79,2.7,1
True,221,24387,804,1.63,25.0,1349.09,13.5,1
False,177,19350,262,2.63,11.0,667.64,5.1,1
False,106,12708,262,2.63,14.0,633.2,5.3,1
False,11,11302,2389,2.71,2.0,5773.72,40.9,4
False,0,10861,2729,2.5,12.0,7238.16,44.5,4
False,149,30386,92,1.61,18.0,144.65,1.7,1
False,83,18897,777,2.35,16.0,1956.38,15.5,1
True,58,12099,804,1.63,2.0,1376.24,12.8,1
True,0,34593,1229,1.69,9.0,2057.27,24.4,2
False,135,40287,1749,2.41,21.0,3979.6,28.5,3
False,143,30107,1557,2.01,23.0,2666.44,27.7,2
True,126,27188,2561,1.52,14.0,4096.25,50.2,4
True,238,34556,2003,2.55,9.0,5063.32,38.2,3
True,28,22478,1984,1.72,21.0,3553.16,41.8,3
False,0,39114,762,2.62,7.0,1986.34,14.6,1
False,60,15967,1429,2.51,5.0,3322.25,27.7,2
True,224,17486,1044,2.08,3.0,2484.37,19.3,1
False,184,25202,1044,2.08,25.0,1994.59,20.2,1
True,0,34154,2561,1.52,23.0,4451.8,47.6,4
True,115,29604,712,1.94,18.0,1311.88,12.4,1
False,4,26158,3141,1.65,9.0,4582.31,64.1,5
False,2,25535,2332,2.12,9.0,4979.55,38.5,4
False,184,26065,1576,2.54,20.0,3853.05,25.2,2
False,212,18707,1718,2.47,4.0,4157.37,28.5,2
False,105,43254,2003,2.55,15.0,4531.69,32.2,3
False,92,34266,1576,2.54,15.0,4238.39,27.6,2
False,152,17143,712,1.94,4.0,1555.16,13.5,1
False,189,23766,762,2.62,18.0,2093.56,13.3,1
False,187,21464,2389,2.71,14.0,5526.58,44.6,4
False,170,31721,1271,2.33,18.0,2657.9,23.7,2
False,87,39624,2332,2.69,2.0,5464.4,43.8,4
False,166,32305,697,2.08,23.0,1490.63,11.2,1
False,188,38260,262,2.63,25.0,783.04,4.6,1
False,127,14951,1576,2.54,3.0,3784.22,27.6,2
False,27,37603,697,2.08,17.0,1335.4,13.0,1
False,239,22275,557,1.95,4.0,1055.65,10.8,1
True,123,43777,2108,2.45,12.0,4434.94,35.3,3
False,53,32909,697,2.08,4.0,1399.9,13.7,1
False,84,14387,2172,1.77,4.0,3459.06,37.4,3
False,184,16570,597,2.33,2.0,1433.67,9.9,1
True,66,41567,2332,2.69,21.0,5569.5,47.8,4
False,83,18797,2389,2.71,23.0,5597.26,47.6,4
True,79,11797,2147,2.48,5.0,5867.41,35.1,3
True,0,24720,1175,2.48,9.0,3037.6,20.6,2
True,0,43066,1130,1.81,20.0,1992.13,21.0,1
True,42,10246,597,2.33,23.0,1523.22,11.1,1
False,1,27999,697,2.08,16.0,1661.4,13.2,1
False,15,36490,1576,2.54,14.0,4484.57,25.5,2
False,198,23170,2627,2.69,23.0,7347.55,49.9,4
True,0,31621,762,2.62,23.0,1967.8,14.1,1
True,76,40976,1044,2.08,3.0,2423.95,18.7,1
True,231,18122,2259,1.99,2.0,5168.64,45.0,3
False,124,44560,92,2.79,2.0,275.58,1.6,1
False,0,30369,2332,2.69,19.0,6751.7,36.5,4
True,18,17337,167,2.42,12.0,461.34,3.2,1
False,151,41232,2561,1.52,9.0,4364.21,43.9,4
False,154,13452,677,1.7,21.0,1050.55,13.8,1
True,141,41825,1175,2.48,11.0,2487.03,23.0,2
False,140,20662,2108,2.45,11.0,4920.94,41.8,3
False,137,33267,670,2.07,13.0,1583.02,13.4,1
False,198,11953,2729,2.5,19.0,6795.85,44.9,4
True,12,35462,597,2.33,23.0,1496.59,9.6,1
True,95,35845,1840,1.85,14.0,2918.33,33.8,3
False,123,44863,2017,1.84,23.0,4127.7,36.2,3
True,71,21819,1271,2.02,17.0,2270.58,23.7,2
True,0,21636,1840,1.85,18.0,3767.15,35.7,3
False,111,36149,167,2.42,23.0,375.27,3.2,1
False,36,35720,675,2.13,23.0,1596.34,11.7,1
True,165,39024,878,1.95,4.0,1588.43,15.3,1
True,30,20031,92,1.61,15.0,138.58,1.7,1
True,93,36167,2269,2.74,2.0,5476.35,38.4,3
True,32,27233,1311,2.71,13.0,3572.37,20.5,2
False,231,27892,547,1.69,16.0,952.71,8.9,1
False,0,36794,1984,1.72,18.0,2922.8,35.1,3
False,175,28141,92,2.79,6.0,237.28,1.6,1
False,196,21480,597,2.33,11.0,1298.72,9.9,1
True,65,21973,2003,2.55,11.0,5215.36,30.8,3
True,130,39783,2389,2.71,20.0,6027.47,40.3,4
True,24,39200,597,2.33,3.0,1404.22,9.4,1
True,0,36754,2332,2.12,21.0,4676.94,45.2,4
False,141,10520,92,2.79,14.0,257.37,1.5,1
True,111,11577,92,1.61,6.0,147.7,1.9,1
True,0,25505,921,2.45,4.0,1920.1,16.6,1
True,96,17688,262,2.63,21.0,786.46,5.2,1
False,83,30631,677,1.7,23.0,1310.12,11.3,1
False,5,14918,1271,2.33,23.0,2704.59,22.9,2
False,77,24099,1130,1.81,6.0,2151.37,18.7,1
False,0,31334,597,2.33,6.0,1512.94,9.7,1
False,0,21534,2017,1.84,19.0,3160.68,37.8,3
False,59,38295,92,1.61,25.0,158.94,1.5,1
False,186,18191,1271,2.02,23.0,2765.48,25.0,2
True,11,26109,2108,2.45,14.0,5370.61,41.3,3
False,162,13626,557,1.95,16.0,1086.24,9.0,1
True,3,31765,712,1.94,21.0,1187.77,12.7,1
False,95,40124,1229,1.69,18.0,2116.3,23.7,2
False,184,43496,1204,2.14,21.0,2900.08,21.4,2
False,19,31682,1216,2.75,21.0,2984.31,24.4,2
